slide_id,img_id,tumor
2019-08974-1-2-2_2019-05-28 23_45_47-lv1-47903-12182-4668-8764,2019-08974-1-2-2_2019-05-28 23_45_47-lv1-47903-12182-4668-8764p0017.png,0
2019-08974-1-2-2_2019-05-28 23_45_47-lv1-47903-12182-4668-8764,2019-08974-1-2-2_2019-05-28 23_45_47-lv1-47903-12182-4668-8764p0019.png,0
2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482,2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482p0020.png,0
2019-07501-1-3-3_2019-05-29 07_53_41-lv1-28802-27730-4306-8351,2019-07501-1-3-3_2019-05-29 07_53_41-lv1-28802-27730-4306-8351p0001.png,0
2019-05891-1-2-2_2019-05-29 03_30_03-lv1-22122-12185-5735-4874,2019-05891-1-2-2_2019-05-29 03_30_03-lv1-22122-12185-5735-4874p0026.png,0
2019-09674-1-1-1_2019-05-28 20_06_49-lv1-58395-27408-5055-3742,2019-09674-1-1-1_2019-05-28 20_06_49-lv1-58395-27408-5055-3742p0014.png,0
2019-06-11 09_15_18-lv1-23037-23173-3077-4387,2019-06-11 09_15_18-lv1-23037-23173-3077-4387p0009.png,0
2019-08979-1-3-3_2019-05-28 22_17_51-lv1-42656-17844-6415-7137,2019-08979-1-3-3_2019-05-28 22_17_51-lv1-42656-17844-6415-7137p0023.png,0
2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324,2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324p0003.png,0
1902160001_2019-06-11 12_36_32-lv1-44190-20016-5916-4469,1902160001_2019-06-11 12_36_32-lv1-44190-20016-5916-4469p0013.png,0
2019-06-11 00_48_57-lv1-27349-9694-3362-2073,2019-06-11 00_48_57-lv1-27349-9694-3362-2073p0007.png,0
2019-07806-1-1-1_2019-05-29 02_30_26-lv1-45859-24463-4952-4414,2019-07806-1-1-1_2019-05-29 02_30_26-lv1-45859-24463-4952-4414p0021.png,0
D20190284705_2019-06-10 15_10_34-lv1-15598-12648-5733-5319,D20190284705_2019-06-10 15_10_34-lv1-15598-12648-5733-5319p0004.png,0
2019-10732-1-2-2_2019-05-28 17_07_02-lv1-20190-24783-6547-8251,2019-10732-1-2-2_2019-05-28 17_07_02-lv1-20190-24783-6547-8251p0047.png,0
2019-07501-1-3-3_2019-05-29 07_53_41-lv1-35261-15594-3588-8743,2019-07501-1-3-3_2019-05-29 07_53_41-lv1-35261-15594-3588-8743p0007.png,0
2019-07506-1-4-4_2019-05-29 01_58_32-lv1-17822-9656-3294-5907,2019-07506-1-4-4_2019-05-29 01_58_32-lv1-17822-9656-3294-5907p0013.png,0
D20180723501_2019-06-10 13_47_37-lv1-5074-30454-4941-5296,D20180723501_2019-06-10 13_47_37-lv1-5074-30454-4941-5296p0014.png,0
2019-07506-1-4-4_2019-05-29 01_58_32-lv1-17822-9656-3294-5907,2019-07506-1-4-4_2019-05-29 01_58_32-lv1-17822-9656-3294-5907p0003.png,0
2019-10195-1-1-1_2019-05-28 19_21_29-lv1-40740-12918-6524-8677,2019-10195-1-1-1_2019-05-28 19_21_29-lv1-40740-12918-6524-8677p0044.png,0
2019-10271-1-1-1_2019-05-28 18_14_37-lv1-34097-15088-2514-4255,2019-10271-1-1-1_2019-05-28 18_14_37-lv1-34097-15088-2514-4255p0005.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950p0023.png,0
2019-10732-1-4-4_2019-05-28 16_46_57-lv1-30727-24050-5932-6576,2019-10732-1-4-4_2019-05-28 16_46_57-lv1-30727-24050-5932-6576p0025.png,0
2019-10504-1-1-1_2019-05-28 17_44_07-lv1-28687-3202-15210-8684,2019-10504-1-1-1_2019-05-28 17_44_07-lv1-28687-3202-15210-8684p0055.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-27252-10804-5418-2621,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-27252-10804-5418-2621p0010.png,0
2019-10728-1-1-1_2019-05-29 10_20_36-lv1-41932-8116-7680-8493,2019-10728-1-1-1_2019-05-29 10_20_36-lv1-41932-8116-7680-8493p0003.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-31393-5940-12318-3950p0046.png,0
2019-06-11 00_55_09-lv1-28455-933-3881-4470,2019-06-11 00_55_09-lv1-28455-933-3881-4470p0015.png,0
2019-07806-1-1-1_2019-05-29 02_30_26-lv1-45859-24463-4952-4414,2019-07806-1-1-1_2019-05-29 02_30_26-lv1-45859-24463-4952-4414p0022.png,0
2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859p0011.png,0
2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965,2019-05890-1-5-5_2019-05-29 03_46_25-lv1-25780-6939-9825-8965p0073.png,0
2019-07506-1-4-4_2019-05-29 01_58_32-lv1-56732-2612-3294-6248,2019-07506-1-4-4_2019-05-29 01_58_32-lv1-56732-2612-3294-6248p0003.png,0
2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111,2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111p0022.png,0
2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111,2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111p0033.png,0
1902369001_2019-06-11 12_30_17-lv1-20073-15402-4002-4366,1902369001_2019-06-11 12_30_17-lv1-20073-15402-4002-4366p0005.png,0
D20180723001_2019-06-10 13_01_20-lv1-17394-12710-6236-5782,D20180723001_2019-06-10 13_01_20-lv1-17394-12710-6236-5782p0013.png,0
D20181047302_2019-06-10 11_38_18-lv1-2363-24324-4352-3675,D20181047302_2019-06-10 11_38_18-lv1-2363-24324-4352-3675p0007.png,0
2019-10965-1-1-1_2019-05-28 15_12_46-lv1-41393-10795-4607-7564,2019-10965-1-1-1_2019-05-28 15_12_46-lv1-41393-10795-4607-7564p0011.png,0
2019-06-04 17_08_52-lv1-16428-11718-4556-4938,2019-06-04 17_08_52-lv1-16428-11718-4556-4938p0017.png,0
2019-10732-1-4-4_2019-05-28 16_46_57-lv1-36798-25730-4427-4159,2019-10732-1-4-4_2019-05-28 16_46_57-lv1-36798-25730-4427-4159p0007.png,0
2019-07501-1-4-4_2019-05-29 07_36_59-lv1-43309-12585-7519-4764,2019-07501-1-4-4_2019-05-29 07_36_59-lv1-43309-12585-7519-4764p0001.png,0
D20180586802_2019-06-10 13_31_46-lv1-11083-13485-3980-2200,D20180586802_2019-06-10 13_31_46-lv1-11083-13485-3980-2200p0006.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899p0028.png,0
2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156p0056.png,0
2019-07501-1-1-1_2019-05-29 08_22_25-lv1-9661-18329-4972-6041,2019-07501-1-1-1_2019-05-29 08_22_25-lv1-9661-18329-4972-6041p0016.png,0
2019-12011-1-1-1_2019-05-28 14_48_57-lv1-45781-16305-2584-1562,2019-12011-1-1-1_2019-05-28 14_48_57-lv1-45781-16305-2584-1562p0001.png,0
D20180598601_2019-06-10 13_23_14-lv1-31229-13414-4663-5757,D20180598601_2019-06-10 13_23_14-lv1-31229-13414-4663-5757p0009.png,0
2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392p0016.png,0
2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111,2019-10946-1-1-1_2019-05-28 15_40_39-lv1-37765-7438-4110-7111p0006.png,0
2019-08974-1-1-1_2019-05-28 23_56_10-lv1-33437-26695-7518-8983,2019-08974-1-1-1_2019-05-28 23_56_10-lv1-33437-26695-7518-8983p0021.png,0
2019-06-11 00_58_36-lv1-7052-20394-9882-10259,2019-06-11 00_58_36-lv1-7052-20394-9882-10259p0099.png,0
2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859p0010.png,0
2019-08976-1-3-3_2019-05-28 22_53_15-lv1-27053-7624-4195-3178,2019-08976-1-3-3_2019-05-28 22_53_15-lv1-27053-7624-4195-3178p0011.png,0
2019-10732-1-2-2_2019-05-28 17_07_02-lv1-49323-19621-6445-9065,2019-10732-1-2-2_2019-05-28 17_07_02-lv1-49323-19621-6445-9065p0028.png,0
1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175,1902386002_2019-06-11 12_23_22-lv1-22824-31253-5676-4175p0033.png,0
2019-08140-1-1-1_2019-05-29 01_22_08-lv1-37576-9838-4308-5583,2019-08140-1-1-1_2019-05-29 01_22_08-lv1-37576-9838-4308-5583p0011.png,0
2019-09674-1-1-1_2019-05-28 20_06_49-lv1-53580-23000-5828-6432,2019-09674-1-1-1_2019-05-28 20_06_49-lv1-53580-23000-5828-6432p0019.png,0
D20180686301_2019-06-10 13_09_08-lv1-15727-16927-5566-6475,D20180686301_2019-06-10 13_09_08-lv1-15727-16927-5566-6475p0017.png,0
2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360p0046.png,0
2019-07506-1-3-3_2019-05-29 06_19_09-lv1-26994-7875-5933-4397,2019-07506-1-3-3_2019-05-29 06_19_09-lv1-26994-7875-5933-4397p0025.png,0
2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324,2019-08979-1-1-1_2019-05-28 22_36_37-lv1-43414-9050-8560-10324p0027.png,0
2019-08980-1-2-2_2019-05-28 21_32_39-lv1-72667-1174-4502-6002,2019-08980-1-2-2_2019-05-28 21_32_39-lv1-72667-1174-4502-6002p0018.png,0
2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392,2019-08979-1-5-5_2019-05-28 22_01_00-lv1-49604-12407-8550-4392p0032.png,0
2019-06-11 00_46_38-lv1-3641-3675-3908-5775,2019-06-11 00_46_38-lv1-3641-3675-3908-5775p0011.png,0
D20190445103_2019-06-10 14_26_02-lv1-16400-15396-5392-7030,D20190445103_2019-06-10 14_26_02-lv1-16400-15396-5392-7030p0017.png,0
2019-09687-1-1-1_2019-05-28 19_57_12-lv1-49087-30726-6141-5333,2019-09687-1-1-1_2019-05-28 19_57_12-lv1-49087-30726-6141-5333p0015.png,0
2019-10503-1-1-1_2019-05-28 17_51_26-lv1-29114-7260-2985-14450,2019-10503-1-1-1_2019-05-28 17_51_26-lv1-29114-7260-2985-14450p0031.png,0
2019-06-11 00_58_36-lv1-7052-20394-9882-10259,2019-06-11 00_58_36-lv1-7052-20394-9882-10259p0044.png,0
D20190399001_2019-06-10 14_39_51-lv1-15622-18656-3266-1719,D20190399001_2019-06-10 14_39_51-lv1-15622-18656-3266-1719p0002.png,0
2019-05890-1-6-6_2019-05-29 03_40_51-lv1-20530-15421-6231-3147,2019-05890-1-6-6_2019-05-29 03_40_51-lv1-20530-15421-6231-3147p0007.png,0
2019-06-11 01_00_50-lv1-15069-15185-10983-7901,2019-06-11 01_00_50-lv1-15069-15185-10983-7901p0092.png,0
1902160001_2019-06-11 12_36_32-lv1-47122-16946-4823-2643,1902160001_2019-06-11 12_36_32-lv1-47122-16946-4823-2643p0012.png,0
D20190296201_2019-06-10 14_50_28-lv1-29513-27821-9198-12108,D20190296201_2019-06-10 14_50_28-lv1-29513-27821-9198-12108p0057.png,0
2019-08976-1-1-1_2019-05-28 23_07_27-lv1-54636-8351-5285-8025,2019-08976-1-1-1_2019-05-28 23_07_27-lv1-54636-8351-5285-8025p0036.png,0
D20180686301_2019-06-10 13_09_08-lv1-15727-16927-5566-6475,D20180686301_2019-06-10 13_09_08-lv1-15727-16927-5566-6475p0010.png,0
D20180723501_2019-06-10 13_47_37-lv1-5074-30454-4941-5296,D20180723501_2019-06-10 13_47_37-lv1-5074-30454-4941-5296p0012.png,0
2019-08972-1-1-1_2019-05-29 00_06_22-lv1-43192-9800-4958-3383,2019-08972-1-1-1_2019-05-29 00_06_22-lv1-43192-9800-4958-3383p0008.png,0
2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861,2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861p0038.png,0
2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861,2019-08974-1-1-1_2019-05-28 23_56_10-lv1-53379-9747-9811-5861p0040.png,0
2019-05890-1-2-2_2019-05-29 04_09_56-lv1-18641-14250-4430-2993,2019-05890-1-2-2_2019-05-29 04_09_56-lv1-18641-14250-4430-2993p0004.png,0
1902369001_2019-06-11 12_30_17-lv1-20073-15402-4002-4366,1902369001_2019-06-11 12_30_17-lv1-20073-15402-4002-4366p0006.png,0
2019-10732-1-4-4_2019-05-28 16_46_57-lv1-36798-25730-4427-4159,2019-10732-1-4-4_2019-05-28 16_46_57-lv1-36798-25730-4427-4159p0005.png,0
D20181046602_2019-06-10 11_41_40-lv1-15675-15042-3919-5296,D20181046602_2019-06-10 11_41_40-lv1-15675-15042-3919-5296p0008.png,0
2019-10737-1-6-6_2019-05-28 15_47_35-lv1-19582-23423-8743-5611,2019-10737-1-6-6_2019-05-28 15_47_35-lv1-19582-23423-8743-5611p0005.png,0
2019-07503-1-3-3_2019-05-29 06_41_43-lv1-44453-9575-5968-6155,2019-07503-1-3-3_2019-05-29 06_41_43-lv1-44453-9575-5968-6155p0013.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-36211-36202-4081-3539,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-36211-36202-4081-3539p0002.png,0
2019-07506-1-1-1_2019-05-29 06_34_07-lv1-31721-10829-5554-3640,2019-07506-1-1-1_2019-05-29 06_34_07-lv1-31721-10829-5554-3640p0014.png,0
2019-10296-1-1-1_2019-05-28 18_05_02-lv1-56485-13239-6689-7042,2019-10296-1-1-1_2019-05-28 18_05_02-lv1-56485-13239-6689-7042p0037.png,0
2019-10728-1-1-1_2019-05-29 10_20_36-lv1-41932-8116-7680-8493,2019-10728-1-1-1_2019-05-29 10_20_36-lv1-41932-8116-7680-8493p0019.png,0
D20190399101_2019-06-10 14_34_19-lv1-20934-28904-6720-5415,D20190399101_2019-06-10 14_34_19-lv1-20934-28904-6720-5415p0018.png,0
2019-10732-1-5-5_2019-05-28 16_40_29-lv1-37280-16311-8989-5437,2019-10732-1-5-5_2019-05-28 16_40_29-lv1-37280-16311-8989-5437p0008.png,0
D20181046602_2019-06-10 11_41_40-lv1-15675-15042-3919-5296,D20181046602_2019-06-10 11_41_40-lv1-15675-15042-3919-5296p0005.png,0
2019-06-11 00_58_36-lv1-820-6042-6546-12714,2019-06-11 00_58_36-lv1-820-6042-6546-12714p0008.png,0
2019-08974-1-4-4_2019-05-28 23_27_16-lv1-43017-11764-6185-6306,2019-08974-1-4-4_2019-05-28 23_27_16-lv1-43017-11764-6185-6306p0005.png,0
2019-10951-1-1-1_2019-05-28 15_32_06-lv1-46015-20331-12311-4414,2019-10951-1-1-1_2019-05-28 15_32_06-lv1-46015-20331-12311-4414p0011.png,0
2019-10732-1-3-3_2019-05-28 16_55_15-lv1-22659-15031-6959-6124,2019-10732-1-3-3_2019-05-28 16_55_15-lv1-22659-15031-6959-6124p0012.png,0
2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156,2019-05890-1-4-4_2019-05-29 03_52_40-lv1-32907-20569-8446-9156p0016.png,0
2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899,2019-07805-1-1-1_2019-05-29 05_23_08-lv1-28048-27815-6537-5899p0030.png,0
2019-08980-1-2-2_2019-05-28 21_32_39-lv1-68883-9330-4175-5937,2019-08980-1-2-2_2019-05-28 21_32_39-lv1-68883-9330-4175-5937p0012.png,0
2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482,2019-05890-1-1-1_2019-05-29 04_16_22-lv1-32976-4306-7960-8482p0022.png,0
2019-06-11 00_58_36-lv1-820-6042-6546-12714,2019-06-11 00_58_36-lv1-820-6042-6546-12714p0056.png,0
2019-06-11 01_00_50-lv1-15069-15185-10983-7901,2019-06-11 01_00_50-lv1-15069-15185-10983-7901p0078.png,0
2019-05890-1-5-5_2019-05-29 03_46_25-lv1-10646-28473-10848-8938,2019-05890-1-5-5_2019-05-29 03_46_25-lv1-10646-28473-10848-8938p0039.png,0
2019-07502-1-1-1_2019-05-29 07_14_13-lv1-37002-16572-4175-7633,2019-07502-1-1-1_2019-05-29 07_14_13-lv1-37002-16572-4175-7633p0026.png,0
2019-11842-1-1-1_2019-05-28 14_22_48-lv1-29162-19047-3919-3782,2019-11842-1-1-1_2019-05-28 14_22_48-lv1-29162-19047-3919-3782p0011.png,0
2019-08261-1-1-1_2019-05-29 01_05_21-lv1-42127-18322-5674-3309,2019-08261-1-1-1_2019-05-29 01_05_21-lv1-42127-18322-5674-3309p0013.png,0
2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360,2019-07498-1-2-2_2019-05-29 08_30_31-lv1-46489-6224-11088-8360p0073.png,0
1800769002_2019-06-11 13_32_47-lv1-36878-15878-2411-4096,1800769002_2019-06-11 13_32_47-lv1-36878-15878-2411-4096p0002.png,0
2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859,2019-10737-1-4-4_2019-05-28 16_02_11-lv1-21062-7815-8844-9859p0044.png,0
